"ca" "datosECVmas16.prov" "nomprov" "datosECVmas16.gen" "edad" "nac" "neduc" "sitlab" "ingnorm" "horas" "factorel"
13 28 "Madrid" 2 2 1 2 3 7379.2 0 6997.1
13 28 "Madrid" 1 2 1 2 1 6144.5 29.8 6997.1
13 28 "Madrid" 2 2 1 2 3 5928.9 0 1845.9
13 28 "Madrid" 1 2 1 3 1 5745.2 36.32 1845.9
13 28 "Madrid" 1 4 1 1 3 5985.4 0 5739.8
13 28 "Madrid" 2 4 1 1 3 7644.4 0 5739.8
13 28 "Madrid" 2 2 1 2 2 18714.9 0 5739.8
13 28 "Madrid" 1 3 1 2 1 16816.2 36.91 4200.8
13 28 "Madrid" 2 2 1 3 1 11672.9 31.84 4200.8
13 28 "Madrid" 1 4 1 1 3 4490 0 4838.1
13 28 "Madrid" 2 4 1 1 3 5084.2 0 4838.1
13 28 "Madrid" 1 2 1 3 1 16399.6 33.55 6428.5
13 28 "Madrid" 2 2 1 3 1 22965.9 35.81 6428.5
13 28 "Madrid" 1 4 1 3 3 7754.4 0 3118.7
13 28 "Madrid" 1 2 1 2 1 9160.7 31.48 6047.2
13 28 "Madrid" 2 2 1 3 1 21022.4 34.17 6047.2
13 28 "Madrid" 1 3 1 2 1 17523.3 33.91 10900.3
13 28 "Madrid" 1 1 1 2 1 17195.3 34.42 10900.3
13 28 "Madrid" 1 4 1 1 3 29203.8 0 4391.9
13 28 "Madrid" 2 4 1 1 3 12742 0 4391.9
13 28 "Madrid" 1 2 1 2 3 15470.9 0 4391.9
13 28 "Madrid" 2 2 1 2 1 9580.9 34.54 1420.6
13 28 "Madrid" 1 2 1 2 1 10531.4 34.63 1420.6
13 28 "Madrid" 2 2 1 3 1 23730.4 35.55 1367.5
13 28 "Madrid" 1 2 1 3 1 22510.2 32.17 1367.5
13 28 "Madrid" 2 4 1 1 3 15430.3 0 1699
13 28 "Madrid" 1 3 1 3 1 8252.1 30.67 2029.9
13 28 "Madrid" 2 2 1 3 1 13777.8 35.02 2029.9
13 28 "Madrid" 2 1 1 2 3 6300.2 0 2029.9
13 28 "Madrid" 2 1 1 2 3 9136.4 0 2029.9
13 28 "Madrid" 1 4 1 2 3 14684.1 0 3776.1
13 28 "Madrid" 2 4 1 2 3 6642.5 0 3776.1
13 28 "Madrid" 1 2 1 3 1 6064.8 33.16 5228.3
13 28 "Madrid" 2 2 1 3 1 13067.5 40.11 5228.3
13 28 "Madrid" 2 1 1 3 2 19736 0 5228.3
13 28 "Madrid" 2 4 1 1 3 6654.4 0 4973.6
13 28 "Madrid" 1 4 1 2 3 19945.6 0 4973.6
13 28 "Madrid" 1 2 1 3 1 14093.8 31.42 1145.6
13 28 "Madrid" 2 2 1 2 3 4884.7 0 1145.6
13 28 "Madrid" 1 2 1 2 1 8937 37.17 3532.5
13 28 "Madrid" 1 1 1 2 3 14779.8 0 3532.5
13 28 "Madrid" 1 2 1 3 1 19648.4 33.52 3119.3
13 28 "Madrid" 2 2 1 3 1 38369.5 34.03 3119.3
13 28 "Madrid" 1 4 1 1 3 18433.1 0 6261.1
13 28 "Madrid" 2 4 1 1 3 5677.4 0 6261.1
13 28 "Madrid" 1 3 2 2 1 4220.6 36.36 1488.5
13 28 "Madrid" 2 3 1 3 3 10121 0 1488.5
13 28 "Madrid" 1 3 1 1 1 9490.6 35.76 1918.7
13 28 "Madrid" 2 3 1 1 1 4468.2 31.81 1918.7
13 28 "Madrid" 2 1 1 1 3 1166.4 0 1918.7
13 28 "Madrid" 2 3 1 2 3 23093.2 0 2950.9
13 28 "Madrid" 1 3 1 2 3 9781.7 0 2950.9
13 28 "Madrid" 1 2 1 2 1 9354.9 31.15 2296.3
13 28 "Madrid" 2 2 1 2 3 5370.3 0 2296.3
13 28 "Madrid" 2 2 1 2 2 15301.1 0 1006.2
13 28 "Madrid" 1 2 1 2 1 10936.1 36.69 1006.2
13 28 "Madrid" 1 4 1 2 3 6722.7 0 1302.1
13 28 "Madrid" 2 3 1 2 1 10647.9 33.62 1213.4
13 28 "Madrid" 1 1 1 2 1 12141.1 32.53 1213.4
13 28 "Madrid" 1 4 1 1 3 14198.4 0 4252
13 28 "Madrid" 2 4 1 1 3 7578.7 0 4252
13 28 "Madrid" 1 2 1 2 1 22031.4 37.96 4252
13 28 "Madrid" 1 4 1 2 3 11253.5 0 3041.8
13 28 "Madrid" 2 4 1 2 3 16326.4 0 3041.8
13 28 "Madrid" 1 2 1 2 1 21925 29.41 8549.6
13 28 "Madrid" 2 2 1 2 3 12471.5 0 8549.6
13 28 "Madrid" 1 2 2 2 1 7019.8 33.42 5767
13 28 "Madrid" 2 2 2 2 1 20841.3 33 5767
13 28 "Madrid" 2 3 1 3 1 21870.1 31.86 1474.6
13 28 "Madrid" 1 3 1 3 1 24020.9 30.59 1474.6
13 28 "Madrid" 2 2 1 2 2 6617 0 1678.7
13 28 "Madrid" 1 2 1 1 1 26904.9 30.73 1678.7
13 28 "Madrid" 2 4 1 1 3 5412.9 0 1657.2
13 28 "Madrid" 1 3 1 2 3 22751 0 423.4
13 28 "Madrid" 2 2 1 1 1 21599.3 30.48 339.9
13 28 "Madrid" 1 3 1 2 3 8394.7 0 2955.2
13 28 "Madrid" 2 3 1 1 3 14713 0 2955.2
13 28 "Madrid" 2 2 1 3 1 23390.1 29.35 731.9
13 28 "Madrid" 2 4 1 1 3 15395.3 0 3021.7
13 28 "Madrid" 1 4 1 1 3 4266.8 0 3021.7
13 28 "Madrid" 1 2 1 2 1 12273.3 34.78 3021.7
13 28 "Madrid" 2 3 1 1 3 9794.7 0 914.4
13 28 "Madrid" 1 3 1 1 1 17028.6 31.96 914.4
13 28 "Madrid" 2 3 1 2 1 6446.6 37.52 3448.3
13 28 "Madrid" 1 4 1 1 3 8673.6 0 3448.3
13 28 "Madrid" 2 3 1 1 3 7379.6 0 468.9
13 28 "Madrid" 2 4 1 2 3 8383.7 0 3742.7
13 28 "Madrid" 1 3 1 2 3 13115.3 0 3742.7
13 28 "Madrid" 1 3 1 2 1 15786.2 34.64 2759
13 28 "Madrid" 2 2 1 1 3 13616.8 0 2759
13 28 "Madrid" 2 1 1 2 2 11291.8 0 2759
13 28 "Madrid" 2 2 1 2 1 11875.6 35.48 1839.4
13 28 "Madrid" 1 2 1 2 1 6802.4 35.07 1839.4
13 28 "Madrid" 2 4 1 1 3 10314.5 0 2313.4
13 28 "Madrid" 1 4 1 1 3 7150.8 0 1234.9
13 28 "Madrid" 2 4 1 1 3 7678.6 0 1234.9
13 28 "Madrid" 2 4 1 1 3 5788.6 0 2055.9
13 28 "Madrid" 1 4 1 1 3 5852.5 0 2055.9
13 28 "Madrid" 1 2 1 1 1 17545.6 38.97 2055.9
13 28 "Madrid" 2 4 1 1 3 5058 0 1684.7
13 28 "Madrid" 2 2 1 2 3 3383.5 0 2382.2
13 28 "Madrid" 1 2 1 2 1 42250.9 36.32 2382.2
13 28 "Madrid" 1 4 1 1 3 9115.6 0 1245.1
13 28 "Madrid" 2 4 1 1 3 4162.7 0 1245.1
13 28 "Madrid" 1 4 1 1 3 8731.9 0 769.8
13 28 "Madrid" 2 3 1 1 1 6847.5 35.34 769.8
13 28 "Madrid" 1 2 1 1 1 15903.9 31.84 2655.9
13 28 "Madrid" 2 2 1 1 1 990.2 37.38 2655.9
13 28 "Madrid" 2 1 1 2 3 3519.3 0 2655.9
13 28 "Madrid" 2 2 1 1 1 15332 29.45 1329
13 28 "Madrid" 1 2 1 2 1 2381.1 35.17 1329
13 28 "Madrid" 2 1 1 2 3 8967 0 1329
13 28 "Madrid" 1 1 1 1 1 37331.6 38.32 1329
13 28 "Madrid" 1 2 1 2 1 13649.7 34.09 3624.1
13 28 "Madrid" 2 2 1 2 1 8518 31.4 3624.1
13 28 "Madrid" 2 2 1 2 3 13574.3 0 841.9
13 28 "Madrid" 2 2 1 3 1 16640.1 30.23 1970.9
13 28 "Madrid" 1 2 1 2 1 20962.7 25.52 1970.9
13 28 "Madrid" 1 2 1 3 1 15305.6 32.77 552.6
13 28 "Madrid" 2 2 1 3 1 31374.9 33.39 552.6
13 28 "Madrid" 1 1 1 2 1 11332 35.11 552.6
13 28 "Madrid" 1 3 1 2 3 15028.9 0 865.7
13 28 "Madrid" 2 3 1 2 3 10798.4 0 865.7
13 28 "Madrid" 2 2 1 3 3 9289.8 0 888
13 28 "Madrid" 1 2 1 3 1 8804.5 38.55 888
13 28 "Madrid" 1 2 2 3 1 13829.7 34.38 974.1
13 28 "Madrid" 2 2 1 2 1 22476.1 36.36 974.1
13 28 "Madrid" 1 2 2 2 1 13049.7 35.06 1608.8
13 28 "Madrid" 2 2 2 2 3 20334.1 0 1608.8
13 28 "Madrid" 2 3 2 2 1 15623.5 30.89 1608.8
13 28 "Madrid" 2 2 1 3 1 15090.5 39.09 3893.7
13 28 "Madrid" 1 2 1 2 1 14798.2 33.88 3893.7
13 28 "Madrid" 1 3 1 2 1 9364.3 32.91 1445.6
13 28 "Madrid" 2 3 1 3 3 16446.5 0 1445.6
13 28 "Madrid" 1 3 1 2 3 17981.8 0 401.2
13 28 "Madrid" 1 3 1 2 1 9862.7 33.82 1660.6
13 28 "Madrid" 2 2 1 2 1 5022.3 33.72 1660.6
13 28 "Madrid" 2 1 1 3 3 11599.2 0 1660.6
13 28 "Madrid" 1 4 1 1 3 3666.3 0 1743.6
13 28 "Madrid" 2 4 1 1 3 11449.7 0 1743.6
13 28 "Madrid" 1 3 1 1 3 8676 0 681.4
13 28 "Madrid" 2 3 1 1 3 9600.1 0 681.4
13 28 "Madrid" 1 3 1 1 3 17680.7 0 1324
13 28 "Madrid" 2 3 1 1 3 7682.4 0 1324
13 28 "Madrid" 1 3 1 1 1 10333.7 37.25 1592.9
13 28 "Madrid" 2 3 1 1 3 5040.6 0 1592.9
13 28 "Madrid" 1 1 1 2 1 9935.7 33.98 1592.9
13 28 "Madrid" 2 4 1 1 3 13201.4 0 3301.9
13 28 "Madrid" 2 1 1 2 1 10699 34.19 3506.8
13 28 "Madrid" 2 3 1 1 3 9755.7 0 3506.8
13 28 "Madrid" 1 3 1 1 1 13767.4 33.41 3506.8
13 28 "Madrid" 2 2 1 2 1 18501.8 33.17 3506.8
13 28 "Madrid" 2 2 1 2 3 16899.1 0 1950.9
13 28 "Madrid" 1 2 1 2 1 12442 33.98 1950.9
13 28 "Madrid" 2 1 1 2 2 10686.2 0 1950.9
13 28 "Madrid" 1 2 1 3 1 16313.1 33.55 3480.8
13 28 "Madrid" 2 4 1 1 3 13821.8 0 3480.8
13 28 "Madrid" 2 2 1 2 3 5782 0 3045
13 28 "Madrid" 1 3 1 2 1 14571.2 37.37 3045
13 28 "Madrid" 2 1 1 2 3 25570.1 0 3045
13 28 "Madrid" 2 2 1 2 1 12484.8 34.15 3070.3
13 28 "Madrid" 2 2 1 3 1 18083.1 31.85 3070.3
13 28 "Madrid" 2 2 1 2 1 17434 35.73 2587.7
13 28 "Madrid" 1 1 1 2 1 16833.4 32.98 2587.7
13 28 "Madrid" 1 2 1 1 1 8234.1 39.34 3811.5
13 28 "Madrid" 2 2 1 2 3 5919.5 0 3811.5
13 28 "Madrid" 1 1 1 2 1 9684.3 28.28 3811.5
13 28 "Madrid" 2 1 1 2 3 12436.6 0 3811.5
13 28 "Madrid" 2 2 1 1 3 17946.8 0 1018.2
13 28 "Madrid" 1 2 1 1 1 11393 32.69 1018.2
13 28 "Madrid" 1 1 1 2 1 32504.1 34.21 1018.2
13 28 "Madrid" 1 2 1 2 1 15400 33.86 2821.3
13 28 "Madrid" 2 2 1 2 3 25336.5 0 2821.3
13 28 "Madrid" 1 2 2 3 1 12059.4 31.81 1840.3
13 28 "Madrid" 2 2 2 1 1 15094.5 38.3 1840.3
13 28 "Madrid" 2 1 2 2 3 10677.3 0 1840.3
13 28 "Madrid" 1 2 1 2 1 8426.5 35.21 1962.9
13 28 "Madrid" 2 2 1 3 1 18689.2 36.71 1962.9
13 28 "Madrid" 2 2 1 3 1 12743.4 31.04 1594.4
13 28 "Madrid" 2 3 1 3 1 20925.9 32.96 260
13 28 "Madrid" 1 3 1 2 3 9781.6 0 776.9
13 28 "Madrid" 2 3 1 2 3 11906.1 0 776.9
13 28 "Madrid" 2 2 1 2 2 3293.3 0 2487.3
13 28 "Madrid" 2 2 1 2 1 12274.3 34.77 2487.3
13 28 "Madrid" 1 2 1 1 1 11772.9 38.3 2487.3
13 28 "Madrid" 1 3 1 1 1 10320 35.81 1557.8
13 28 "Madrid" 2 3 1 1 1 12303.8 34.74 1557.8
13 28 "Madrid" 1 3 1 2 1 10548.5 30 3173.5
13 28 "Madrid" 2 3 1 2 3 7009.7 0 3173.5
13 28 "Madrid" 2 2 1 2 1 10484.8 33.14 2829.9
13 28 "Madrid" 1 2 1 2 1 18788.3 33.66 2829.9
13 28 "Madrid" 2 1 1 2 3 3569.3 0 2829.9
13 28 "Madrid" 2 1 1 2 1 15078.6 32.9 2829.9
13 28 "Madrid" 2 4 1 1 3 17237.6 0 2332.2
13 28 "Madrid" 1 3 1 1 1 6526 36.08 2910.8
13 28 "Madrid" 2 2 1 2 3 9964.4 0 2910.8
13 28 "Madrid" 1 1 2 2 1 14609.7 35.89 2910.8
13 28 "Madrid" 1 1 1 2 3 14303.4 0 2910.8
13 28 "Madrid" 2 1 1 2 3 10999.8 0 2910.8
13 28 "Madrid" 2 2 1 2 1 9535.4 34.82 1854.3
13 28 "Madrid" 1 2 1 2 1 5978 36.4 1854.3
13 28 "Madrid" 1 4 1 1 3 8050.2 0 2504.3
13 28 "Madrid" 2 3 1 1 3 1456.7 0 2504.3
13 28 "Madrid" 1 2 1 2 1 6204.6 30.11 2504.3
13 28 "Madrid" 2 2 1 2 3 5292.2 0 1854.3
13 28 "Madrid" 1 2 1 2 1 8402 38.07 1854.3
13 28 "Madrid" 2 2 1 2 1 3060 32.86 1888.5
13 28 "Madrid" 1 4 1 1 3 15877.1 0 1888.5
13 28 "Madrid" 2 4 1 1 3 31133.4 0 1888.5
13 28 "Madrid" 2 4 1 1 3 2175.6 0 2359.5
13 28 "Madrid" 2 2 1 2 1 7624.8 27.49 2198
13 28 "Madrid" 2 3 1 1 3 13409.4 0 676.5
13 28 "Madrid" 2 3 1 1 1 8822.3 29.97 649.4
13 28 "Madrid" 1 3 1 1 1 10289.4 37.22 649.4
13 28 "Madrid" 1 4 1 1 3 8826.1 0 1888.5
13 28 "Madrid" 2 4 1 1 3 14688.8 0 1888.5
13 28 "Madrid" 2 2 1 1 1 8866.7 34.67 1888.5
13 28 "Madrid" 2 2 1 2 1 16461 32.11 941.6
13 28 "Madrid" 2 3 1 1 3 4384.6 0 1088.3
13 28 "Madrid" 1 2 1 2 1 15579.4 32.4 1088.3
13 28 "Madrid" 2 3 1 1 3 10951.8 0 3963.1
13 28 "Madrid" 1 3 1 1 3 5686.5 0 3963.1
13 28 "Madrid" 2 2 1 2 3 9874 0 3963.1
13 28 "Madrid" 2 2 1 2 1 14638.7 31.61 3963.1
13 28 "Madrid" 2 3 1 1 3 9481.4 0 653.9
13 28 "Madrid" 2 4 1 1 3 7543 0 1785.6
13 28 "Madrid" 1 4 1 1 3 3060.5 0 1785.6
13 28 "Madrid" 2 2 1 2 1 11950.6 36.9 1785.6
13 28 "Madrid" 2 2 1 3 1 41383 39.99 6515.2
13 28 "Madrid" 1 2 1 3 1 14882.6 32.27 6515.2
13 28 "Madrid" 2 2 1 3 1 30132 31.69 2072.5
13 28 "Madrid" 2 3 1 3 1 27315.8 33.74 1333.4
13 28 "Madrid" 1 4 1 2 3 26082.7 0 1333.4
13 28 "Madrid" 2 4 2 1 3 8934.1 0 1333.4
13 28 "Madrid" 1 2 2 2 1 20170.3 30.36 1893.4
13 28 "Madrid" 2 2 1 2 2 4501.4 0 2849.3
13 28 "Madrid" 1 2 1 2 1 15509.8 33.71 2849.3
13 28 "Madrid" 1 3 2 3 1 11606.5 35.24 2299
13 28 "Madrid" 2 2 2 3 1 14021.7 32.23 2299
13 28 "Madrid" 2 2 1 3 1 19335.1 40.27 1268.7
13 28 "Madrid" 1 2 1 2 1 22287.2 33.07 958.5
13 28 "Madrid" 2 2 1 2 1 22195.5 36.39 958.5
13 28 "Madrid" 1 1 1 2 3 10390.7 0 958.5
13 28 "Madrid" 2 2 1 3 1 33049.1 35.03 2906.3
13 28 "Madrid" 1 2 1 3 1 21706.5 39.04 2906.3
13 28 "Madrid" 1 2 2 2 1 14469.1 34.17 1690.9
13 28 "Madrid" 2 2 2 2 3 9974.7 0 1690.9
13 28 "Madrid" 1 3 1 3 1 26122.4 29.05 2228.6
13 28 "Madrid" 2 3 1 3 1 21173.6 30.59 2228.6
13 28 "Madrid" 2 1 1 2 3 17453.5 0 2228.6
13 28 "Madrid" 2 3 1 2 1 9338 32.77 1080.2
13 28 "Madrid" 2 2 1 3 1 18188 35.43 3605.5
13 28 "Madrid" 2 3 1 2 3 7717.7 0 2010.2
13 28 "Madrid" 1 4 1 1 3 8672.5 0 2010.2
13 28 "Madrid" 2 4 2 1 3 9748.5 0 2010.2
13 28 "Madrid" 2 4 2 2 3 2345.5 0 2267.5
13 28 "Madrid" 1 3 2 3 1 13361.6 31.01 2225.2
13 28 "Madrid" 2 3 1 2 3 22216 0 2225.2
13 28 "Madrid" 1 2 2 3 1 23319.4 31.54 2225.2
13 28 "Madrid" 2 1 2 3 1 29471.7 33.82 2225.2
13 28 "Madrid" 1 3 1 3 2 14299 0 3360.8
13 28 "Madrid" 2 2 1 3 1 23398.3 35.48 3360.8
13 28 "Madrid" 1 1 1 2 3 11570.6 0 3360.8
13 28 "Madrid" 2 4 1 2 3 17551.5 0 3240.1
13 28 "Madrid" 2 2 1 3 1 18168.3 33.77 3240.1
13 28 "Madrid" 1 2 2 3 1 15591.3 32.25 3240.1
13 28 "Madrid" 2 3 1 2 3 21486.6 0 1160.7
13 28 "Madrid" 2 3 1 2 3 14571.8 0 1514.6
13 28 "Madrid" 1 3 1 3 3 21277.2 0 1514.6
13 28 "Madrid" 1 4 2 3 3 11672.8 0 1596.9
13 28 "Madrid" 2 4 1 1 3 4157.1 0 1596.9
13 28 "Madrid" 1 2 1 3 1 29149.8 36.8 2200.6
13 28 "Madrid" 2 2 1 3 1 24790.7 27.95 2200.6
13 28 "Madrid" 2 4 1 1 3 7807 0 1610.9
13 28 "Madrid" 2 4 2 2 3 8572.9 0 1610.9
13 28 "Madrid" 1 2 2 3 1 8540.4 35.59 1640.3
13 28 "Madrid" 2 2 2 3 1 36062 37.57 1640.3
13 28 "Madrid" 2 2 1 2 1 23076.2 36.28 379.4
13 28 "Madrid" 1 1 1 2 3 8488.7 0 379.4
13 28 "Madrid" 2 2 1 2 1 3804.5 31.82 1016.9
13 28 "Madrid" 2 4 1 2 3 8675.7 0 1663.2
13 28 "Madrid" 2 2 1 2 1 15123.7 30.3 1718
13 28 "Madrid" 1 2 1 2 1 7958.4 35.23 1718
13 28 "Madrid" 1 2 1 3 1 21586.9 37.75 1815.9
13 28 "Madrid" 2 2 1 3 1 8237.6 35.89 1815.9
13 28 "Madrid" 2 3 1 3 1 24072.3 35.64 1097.4
13 28 "Madrid" 1 1 1 3 3 7512 0 4883.8
13 28 "Madrid" 1 1 1 3 3 17498.8 0 4883.8
13 28 "Madrid" 1 1 1 3 3 13925.5 0 4883.8
13 28 "Madrid" 2 3 1 1 1 4100.6 37.59 3965
13 28 "Madrid" 1 4 1 1 3 9263 0 3965
13 28 "Madrid" 1 2 1 2 1 9199.2 36 3965
13 28 "Madrid" 2 2 1 2 3 4165.4 0 3965
13 28 "Madrid" 2 3 1 3 3 22983.5 0 6391.8
13 28 "Madrid" 1 2 1 3 3 10743.7 0 6391.8
13 28 "Madrid" 1 2 1 3 3 26531.2 0 6391.8
13 28 "Madrid" 2 3 1 2 1 14828.5 33.82 620
13 28 "Madrid" 1 2 1 3 1 9379.6 34.01 5751.5
13 28 "Madrid" 2 4 1 1 3 10542.1 0 2056.8
13 28 "Madrid" 2 2 1 3 1 15055.1 31.18 797.6
13 28 "Madrid" 1 2 1 3 3 21737.5 0 797.6
13 28 "Madrid" 1 1 1 2 3 12748.1 0 797.6
13 28 "Madrid" 2 3 1 3 1 17468.1 37.69 4155.8
13 28 "Madrid" 2 2 1 2 1 30664.3 32.72 2980.9
13 28 "Madrid" 1 3 1 3 1 21638.3 38.06 2980.9
13 28 "Madrid" 2 2 1 3 1 15886.4 35.07 2980.9
13 28 "Madrid" 1 1 1 3 3 10263.2 0 2980.9
13 28 "Madrid" 2 2 1 2 1 1358.8 30.3 797.6
13 28 "Madrid" 1 2 1 2 1 10612.4 36.48 797.6
13 28 "Madrid" 1 1 1 2 3 7534.1 0 797.6
13 28 "Madrid" 2 4 1 1 3 7074.7 0 2144.4
13 28 "Madrid" 2 2 1 3 1 14115.3 28.97 2144.4
13 28 "Madrid" 2 2 1 2 1 14955.5 30.04 1189.5
13 28 "Madrid" 1 2 1 3 1 29493.7 35.31 1189.5
13 28 "Madrid" 1 1 1 2 3 5357.5 0 1189.5
13 28 "Madrid" 1 4 1 3 3 18967.3 0 1443
13 28 "Madrid" 2 4 1 1 3 19009.9 0 1443
13 28 "Madrid" 1 3 1 3 1 33263.6 36.07 1982.1
13 28 "Madrid" 1 1 1 2 3 23135.2 0 1982.1
13 28 "Madrid" 2 3 1 1 2 11274.1 0 1982.1
13 28 "Madrid" 2 4 1 1 3 9681.4 0 1982.1
13 28 "Madrid" 2 4 1 2 3 10241.5 0 1682.1
13 28 "Madrid" 2 4 1 1 3 27604.1 0 1682.1
13 28 "Madrid" 2 2 1 2 1 5156 34.56 6019.6
13 28 "Madrid" 1 2 1 2 1 12533.3 34.76 6019.6
13 28 "Madrid" 2 3 1 1 3 7064.2 0 2310.2
13 28 "Madrid" 1 3 1 1 1 10998.8 31.89 2310.2
13 28 "Madrid" 2 4 1 1 3 12695.8 0 2310.2
13 28 "Madrid" 1 4 1 1 3 15348.3 0 2310.2
13 28 "Madrid" 2 4 1 1 3 18772.8 0 1567.7
13 28 "Madrid" 1 2 1 3 1 9800.8 32.97 2882.4
13 28 "Madrid" 1 3 1 1 3 6277.3 0 2882.4
13 28 "Madrid" 2 3 1 1 3 8382 0 2882.4
13 28 "Madrid" 1 4 1 1 3 7338 0 521.5
13 28 "Madrid" 1 2 1 2 1 25365.1 32.1 2783.1
13 28 "Madrid" 2 2 1 2 2 11821.5 0 2783.1
13 28 "Madrid" 2 4 1 1 3 4125.4 0 1567.7
13 28 "Madrid" 1 2 1 2 1 10178 36.28 2180.5
13 28 "Madrid" 2 2 1 3 1 2324.7 31.3 2180.5
13 28 "Madrid" 2 3 1 2 3 16813.7 0 603.2
13 28 "Madrid" 1 3 2 2 1 6265.9 39.63 603.2
13 28 "Madrid" 1 4 2 1 3 12937.8 0 1322.3
13 28 "Madrid" 2 2 2 1 3 7373.6 0 1322.3
13 28 "Madrid" 1 4 1 2 3 14336 0 531
13 28 "Madrid" 1 2 1 3 1 20213.1 33.85 1811.4
13 28 "Madrid" 2 2 1 2 3 7586.7 0 1811.4
13 28 "Madrid" 2 4 1 1 3 17755.3 0 2191.9
13 28 "Madrid" 1 4 1 1 3 10285.5 0 1543.7
13 28 "Madrid" 2 4 1 1 3 12105.9 0 1543.7
13 28 "Madrid" 1 4 1 2 3 3804 0 1453.6
13 28 "Madrid" 2 4 1 1 3 10895.7 0 1453.6
13 28 "Madrid" 1 4 1 1 3 16117.5 0 563.7
13 28 "Madrid" 1 2 1 3 1 7622.8 35.36 2786.5
13 28 "Madrid" 2 2 1 2 1 6257.3 40.77 2786.5
13 28 "Madrid" 2 1 1 2 1 3463.4 34.67 2786.5
13 28 "Madrid" 2 1 1 2 3 9725 0 2786.5
13 28 "Madrid" 1 4 1 1 3 13011.1 0 1551.7
13 28 "Madrid" 2 2 1 2 1 13483.9 36.64 1551.7
13 28 "Madrid" 2 3 1 2 3 12714.3 0 1551.7
13 28 "Madrid" 1 4 1 1 3 5562.2 0 563.7
13 28 "Madrid" 2 1 1 3 3 16419.9 0 1308.7
13 28 "Madrid" 1 3 1 1 1 8271.4 36.11 1308.7
13 28 "Madrid" 2 3 1 2 3 16770.3 0 1308.7
13 28 "Madrid" 2 4 1 3 3 12452.2 0 2326.9
13 28 "Madrid" 1 3 1 2 1 11381.9 38.23 1428.2
13 28 "Madrid" 2 3 1 2 3 27438.4 0 1428.2
13 28 "Madrid" 1 1 1 3 3 14730.1 0 1428.2
13 28 "Madrid" 2 2 1 2 1 2973.1 38.25 1868.3
13 28 "Madrid" 2 4 1 1 3 17269.7 0 1868.3
13 28 "Madrid" 2 3 1 2 3 12839.1 0 891.5
13 28 "Madrid" 1 3 1 2 1 5919.2 31.51 891.5
13 28 "Madrid" 2 4 1 2 3 18836.8 0 1184.9
13 28 "Madrid" 1 4 1 2 3 8238.5 0 1184.9
13 28 "Madrid" 2 2 1 3 1 7791.2 34.44 1520.9
13 28 "Madrid" 1 2 1 3 1 11891.9 37.97 1520.9
13 28 "Madrid" 2 3 2 2 3 12608.7 0 638.8
13 28 "Madrid" 2 4 2 1 3 4867.7 0 1339.1
13 28 "Madrid" 1 4 2 1 3 9450.6 0 1339.1
13 28 "Madrid" 1 2 1 2 1 13465.8 34.8 8187.3
13 28 "Madrid" 1 2 1 2 1 3323 35.67 1674.5
13 28 "Madrid" 2 2 1 2 3 5314 0 1674.5
13 28 "Madrid" 2 4 1 1 3 9252.6 0 2072.1
13 28 "Madrid" 1 4 1 1 3 3064.8 0 2072.1
13 28 "Madrid" 2 2 1 2 1 9446.8 39.75 2072.1
13 28 "Madrid" 2 4 1 1 3 2503.7 0 1181.3
13 28 "Madrid" 2 1 1 2 1 11721.6 37.18 3457.6
13 28 "Madrid" 2 2 1 3 1 34566.1 30.05 2500.5
13 28 "Madrid" 2 2 1 3 1 8154.9 33.02 2500.5
13 28 "Madrid" 2 2 1 2 1 3747.4 32.6 2500.5
13 28 "Madrid" 1 3 1 2 1 30758.5 31.81 3620.5
13 28 "Madrid" 1 3 1 2 3 4278.7 0 1004.5
13 28 "Madrid" 2 3 1 1 3 14603.1 0 1004.5
13 28 "Madrid" 1 2 2 2 1 9027 38.41 1193.5
13 28 "Madrid" 1 3 1 3 1 23438.9 30.58 6239.3
13 28 "Madrid" 2 2 1 2 1 12134.7 35.83 6239.3
13 28 "Madrid" 1 2 1 3 1 38278 30.42 6239.3
13 28 "Madrid" 2 3 1 2 1 25826.6 37.73 389.2
13 28 "Madrid" 1 1 1 2 1 8499.2 39.57 389.2
13 28 "Madrid" 1 2 1 2 1 19094.6 33.01 2766.5
13 28 "Madrid" 2 2 1 1 3 6513.2 0 2766.5
13 28 "Madrid" 2 1 1 2 3 14315.2 0 2766.5
13 28 "Madrid" 2 1 1 3 3 26607.2 0 2766.5
13 28 "Madrid" 2 3 1 2 1 10158.3 34.72 2342.7
13 28 "Madrid" 2 4 1 1 3 7317.7 0 2342.7
13 28 "Madrid" 1 4 1 1 3 22908.5 0 1424.3
13 28 "Madrid" 2 4 1 1 3 10177.7 0 1424.3
13 28 "Madrid" 1 4 1 1 3 22450 0 1217
13 28 "Madrid" 2 4 1 1 3 5790.5 0 1217
13 28 "Madrid" 2 3 1 1 3 7603 0 1823.2
13 28 "Madrid" 2 2 1 2 1 18071.1 36.9 1823.2
13 28 "Madrid" 1 2 1 2 1 12709 31.83 1823.2
13 28 "Madrid" 1 4 1 2 3 13343.5 0 1217
13 28 "Madrid" 2 4 1 1 3 4456.5 0 1217
13 28 "Madrid" 1 2 1 3 1 25673.1 31.98 1841.3
13 28 "Madrid" 2 2 1 1 1 9498.6 32.96 1841.3
13 28 "Madrid" 1 2 1 2 1 7644.6 36.08 2281.9
